movie_title,character_name,cornell_character,actor_name,cast_order,actor_id
the man who wasn't there,Birdy Abundas,BIRDY,Scarlett Johansson,6,1245
the man who wasn't there,Walter Abundas,WALTER,Richard Jenkins,7,28633
the man who wasn't there,Freddy Riedenschneider,RIEDENSCHNEIDER,Tony Shalhoub,8,4252
the man who wasn't there,Officer Persky,PERSKY,Christopher Kriesa,9,1297931
the man who wasn't there,Officer Krebs,KREBS,Brian Haley,10,10138
the man who wasn't there,The New Man,MAN,Gregg Binkley,12,170185
the man who wasn't there,Dr. Diedrickson,DIEDRICKSON,Alan Fudge,13,124131
the man who wasn't there,Jacques Carcanogues,CARCANOGUES,Adam Alexi-Malle,15,20804
the matrix,Neo,NEO,Keanu Reeves,0,6384
the matrix,Morpheus,MORPHEUS,Laurence Fishburne,1,2975
the matrix,Trinity,TRINITY,Carrie-Anne Moss,2,530
the matrix,Agent Smith,AGENT SMITH,Hugo Weaving,3,1331
the matrix,Oracle,ORACLE,Gloria Foster,4,9364
the matrix,Cypher,CYPHER,Joe Pantoliano,5,532
the matrix,Tank,TANK,Marcus Chong,6,9372
the matrix,Apoc,APOC,Julian Arahanga,7,7244
the matrix,Switch,SWITCH,Belinda McClory,9,9376
the matrix,Agent Jones,AGENT JONES,Robert Taylor,12,39545
the matrix,Choi,CHOI,Marc Aden Gray,14,9384
the matrix,Lieutenant,LIEUTENANT,Bill Young,23,57799
the messenger,Returning Soldier,SOLDIER,Jeremy Strong,17,239271
the mummy,Rick O'Connell,O'CONNELL,Brendan Fraser,0,18269
the mummy,Evelyn Carnahan,EVELYN,Rachel Weisz,1,3293
the mummy,Jonathan Carnahan,JONATHAN,John Hannah,2,10727
the mummy,Beni Gabor,BENI,Kevin J. O'Connor,6,18916
the mummy,Isaac Henderson,HENDERSON,Stephen Dunham,9,36803
the mummy,David Daniels,DANIELS,Corey Johnson,10,17199
the mummy,Hook,HOOK,Carl Chase,16,127166
the negotiator,Lt. Danny Roman,DANNY,Samuel L. Jackson,0,2231
the negotiator,Omar's Daughter,OMAR,Lily Gibson,18,166896
the negotiator,Nathan Roenick (uncredited),NATHAN,Paul Guilfoyle,43,925
the night of the hunter,Preacher Harry Powell,PREACHER,Robert Mitchum,0,10158
the night of the hunter,John Harper,JOHN HARPER,Billy Chapin,1,30540
the night of the hunter,Pearl Harper,PEARL HARPER,Sally Jane Bruce,2,30541
the night of the hunter,Willa Harper,WILLA HARPER,Shelley Winters,3,7632
the night of the hunter,Rachel Cooper,RACHEL COOPER,Lillian Gish,4,8828
the night of the hunter,Icey Spoon,ICEY SPOON,Evelyn Varden,6,30538
the night of the hunter,Walt Spoon,WALT,Don Beddoe,7,30539
the night of the hunter,Ben Harper,BEN HARPER,Peter Graves,8,9111
the night of the hunter,Ruby,RUBY,Gloria Castillo,10,30542
the night of the hunter,Bart,BART,Paul Bryar,12,34609
the nightmare before christmas,Jack Skellington (singing) / Barrel / Clown with the Tear away Face (voice),JACK,Danny Elfman,0,531
the nightmare before christmas,Sally / Shock (voice),SHOCK,Catherine O'Hara,2,11514
the nightmare before christmas,Lock (voice),LOCK,Paul Reubens,5,5129
the patriot,Gabriel Martin,GABRIEL,Heath Ledger,1,1810
the patriot,Charlotte Selton,CHARLOTTE,Joely Richardson,2,20810
the patriot,Anne Howard,ANNE,Lisa Brenner,7,20811
the patriot,Gen. Cornwallis,CORNWALLIS,Tom Wilkinson,8,207
the patriot,John Billings,BILLINGS,Leon Rippy,10,15374
the patriot,Thomas Martin,THOMAS,Gregory Smith,14,20814
the patriot,Margaret Martin,MARGARET,Mika Boorem,15,21027
the patriot,Susan Martin,SUSAN,Skye McCole Bartusiak,16,20815
the patriot,Nathan Martin,NATHAN,Trevor Morgan,17,4940
the patriot,Gen. George Washington,WASHINGTON,Terry Layman,32,2020770
the pianist,Władysław 'Władek' Szpilman,SZPILMAN,Adrien Brody,0,3490
the pianist,Father,FATHER,Frank Finlay,2,6637
the pianist,Mother,MOTHER,Maureen Lipman,3,6638
the pianist,Dorota,DOROTA,Emilia Fox,4,6639
the pianist,Henryk Szpilman,HENRYK,Ed Stoppard,5,6640
the pianist,Halina Szpilman,HALINA,Jessica Kate Meyer,7,6642
the pianist,Jurek,JUREK,Michał Żebrowski,8,6643
the pianist,Itzak Heller,HELLER,Roy Smiles,18,1446384
the pianist,Majorek,MAJOREK,Daniel Caltagirone,20,19875
the pianist,Benek,BENEK,Andrzej Blumenfeld,21,1120198
the pianist,Janina,JANINA,Ruth Platt,35,181029
the pianist,Szalas,SZALAS,Andrew Tiernan,41,17290
the piano,George Baines,BAINES,Harvey Keitel,1,1037
the piano,Alisdair Stewart,STEWART,Sam Neill,2,4783
the piano,Flora McGrath,FLORA,Anna Paquin,3,10690
the piano,Aunt Morag,AUNT MORAG,Kerry Walker,5,10756
the piano,Nessie,NESSIE,Geneviève Lemon,7,10760
the piano,Hira,HIRA,Tungia Baker,16,10755
the ploughman's lunch,James Penfield,JAMES,Jonathan Pryce,0,378
the ploughman's lunch,Jeremy Hancock,JEREMY,Tim Curry,1,13472
the ploughman's lunch,Ann Barrington,ANN,Rosemary Harris,2,18998
the ploughman's lunch,Matthew Fox,MATTHEW,Frank Finlay,3,6637
the ploughman's lunch,Susan Barrington,SUSAN,Charlie Dore,4,1174093
the ploughman's lunch,Gold,GOLD,David de Keyser,5,79866
the ploughman's lunch,Tom Fox,TOM,Orlando Wells,7,224283
the ploughman's lunch,Edward,EDWARD,Simon Stokes,14,2470417
the ploughman's lunch,Carmen,CARMEN,Sandra Voe,25,1645
the princess bride,Westley,WESTLEY,Cary Elwes,0,2130
the princess bride,Inigo Montoya,INIGO,Mandy Patinkin,2,25503
the princess bride,Prince Humperdinck,HUMPERDINCK,Chris Sarandon,3,14541
the princess bride,Count Rugen,RUGEN,Christopher Guest,4,13524
the princess bride,Vizzini,VIZZINI,Wallace Shawn,5,12900
the princess bride,Fezzik,FEZZIK,André Roussimoff,6,25504
the princess bride,The Grandfather,GRANDFATHER,Peter Falk,8,2314
the princess bride,The Albino,ALBINO,Mel Smith,10,141450
the princess bride,Valerie,VALERIE,Carol Kane,11,10556
the princess bride,Miracle Max,MIRACLE MAX,Billy Crystal,12,7904
the princess bride,Yellin,YELLIN,Malcolm Storry,15,129346
the princess bride,The Mother,MOTHER,Betsy Brantley,17,12831
the producers,Max Bialystock,BIALYSTOCK,Zero Mostel,0,18861
the producers,Leo Bloom,BLOOM,Gene Wilder,1,3460
the producers,Franz Liebkind,LIEBKIND,Kenneth Mars,3,9601
the producers,Ulla,ULLA,Lee Meredith,7,71898
the producers,Goebbels,GOEBBELS,David Patch,24,1357506
the relic,Dr. Margo Green,MARGO,Penelope Ann Miller,0,14698
the relic,Lt. Vincent D'Agosta,D'AGOSTA,Tom Sizemore,1,3197
the relic,Dr. Ann Cuthbert,CUTHBERT,Linda Hunt,2,12516
the relic,Dr. Albert Frock,FROCK,James Whitmore,3,6577
the relic,Bailey,BAILEY,Tico Wells,14,103933
the rock,John Patrick Mason,MASON,Sean Connery,0,738
the rock,Dr. Stanley Goodspeed,GOODSPEED,Nicolas Cage,1,2963
the rock,Carla Pestalozzi,CARLA,Vanessa Marcil,7,169586
the rocky horror picture show,Janet Weiss,JANET,Susan Sarandon,1,4038
the rocky horror picture show,Brad Majors,BRAD,Barry Bostwick,2,13473
the rocky horror picture show,Riff Raff,RIFF RAFF,Richard O'Brien,3,13474
the rocky horror picture show,Magenta,MAGENTA,Patricia Quinn,4,13475
the rocky horror picture show,Rocky Horror,ROCKY,Peter Hinwood,7,1597838
the salton sea,Tom Van Allen | Danny Parker,DANNY,Val Kilmer,0,5576
the salton sea,Pooh-Bear,POOH-BEAR,Vincent D'Onofrio,1,7132
the salton sea,Kujo,KUJO,Adam Goldberg,2,6163
the salton sea,Al Garcetti,GARCETTI,Anthony LaPaglia,5,57829
the salton sea,Bobby,BOBBY,Glenn Plummer,6,2683
the salton sea,Jimmy the Finn,JIMMY,Peter Sarsgaard,7,133
the salton sea,Colette,COLETTE,Deborah Kara Unger,8,13549
the salton sea,Liz,LIZ,Chandra West,9,54634
the salton sea,Bubba,BUBBA,BD Wong,10,14592
the salton sea,Verne Plummer,VERNE,R. Lee Ermey,11,8655
the salton sea,Nancy,NANCY,Shalom Harlow,12,92857
the salton sea,Bo,BO,Meat Loaf,14,7470
the salton sea,Detective Bookman,BOOKMAN,Rex Linn,17,16937
the searchers,Ethan Edwards,ETHAN,John Wayne,0,4165
the searchers,Martin Pawley,MARTIN,Jeffrey Hunter,1,30551
the searchers,Laurie Jorgensen,LAURIE,Vera Miles,2,7303
the searchers,Rev. Capt. Samuel Johnston Clayton,CLAYTON,Ward Bond,3,4303
the searchers,Debbie Edwards,DEBBIE,Natalie Wood,4,2769
the searchers,Lars Jorgensen,JORGENSEN,John Qualen,5,4119
the searchers,Mrs. Jorgensen,MRS. JORGENSEN,Olive Carey,6,30552
the searchers,Charlie McCorry,CHARLIE,Ken Curtis,8,30554
the searchers,Brad Jorgensen,BRAD,"Harry Carey, Jr.",9,4316
the searchers,Mose Harper,MOSE,Hank Worden,11,30299
the searchers,Aaron Edwards,AARON,Walter Coy,13,30557
the searchers,Martha Edwards,MARTHA,Dorothy Jordan,14,30558
the searchers,Lt. Greenhill,GREENHILL,Patrick Wayne,16,30560
the searchers,Jerem Futterman (uncredited),FUTTERMAN,Peter Mamakos,22,88455
the seventh victim,Mary Gibson,MARY,Kim Hunter,0,10539
the seventh victim,Dr. Louis Judd,JUDD,Tom Conway,1,48962
the seventh victim,Jacqueline Gibson,JACQUELINE,Jean Brooks,2,86824
the seventh victim,Gregory Ward,GREGORY,Hugh Beaumont,3,38232
the seventh victim,Jason Hoag,JASON,Erford Gage,4,86828
the seventh victim,Frances Fallon,FRANCES,Isabel Jewell,5,33277
the seventh victim,Giacomo Romari,ROMARI,Chef Milani,8,86830
the seventh victim,Mimi (Uncredited),MIMI,Elizabeth Russell,10,96607
the seventh victim,Irving August (Uncredited),AUGUST,Lou Lubin,12,120554
the seventh victim,Nancy (Uncredited),NANCY,Patsy Nash,35,567216
the seventh victim,Miss Gottschalk (Uncredited),MISS GOTTSCHALK,Sarah Selby,41,114955
the seventh victim,Miss Summers (Uncredited),MISS SUMMERS,Ann Summers,43,151737
the shining,Jack Torrance,JACK,Jack Nicholson,0,514
the shining,Wendy Torrance,WENDY,Shelley Duvall,1,10409
the shining,Danny,DANNY,Danny Lloyd,2,10410
the shining,Ullman,ULLMAN,Barry Nelson,4,10411
the shining,Grady,GRADY,Philip Stone,5,694
the shining,Lloyd,LLOYD,Joe Turkel,6,592
the shining,Doctor,DOCTOR,Anne Jackson,7,10412
the shining,Watson,WATSON,Barry Dennen,11,72742
the shining,Forest Ranger 1,RANGER,David Baxt,12,38651
the silence of the lambs,Clarice Starling,CLARICE,Jodie Foster,0,1038
the silence of the lambs,Jack Crawford,CRAWFORD,Scott Glenn,2,349
the silence of the lambs,Dr. Frederick Chilton,CHILTON,Anthony Heald,4,16293
the silence of the lambs,Catherine Martin,CATHERINE,Brooke Smith,5,31649
the silence of the lambs,Ardelia Mapp,ARDELIA,Kasi Lemmons,7,51864
the silence of the lambs,Roden,RODEN,Dan Butler,13,76470
the silence of the lambs,Pilcher,PILCHER,Paul Lazar,14,138988
the silence of the lambs,Paul Krendler,KRENDLER,Ron Vawter,15,32592
the silence of the lambs,Mr. Brigham,BRIGHAM,Bill Miller,28,174914
the silence of the lambs,Sen. Martin's Aide,SEN. MARTIN,Jim Dratfield,36,175082
the silence of the lambs,Stacy Hubka,STACY,Lauren Roselli,51,1281000
the sixth sense,Malcolm Crowe,MALCOLM,Bruce Willis,0,62
the sixth sense,Cole Sear,COLE,Haley Joel Osment,1,9640
the sixth sense,Lynn Sear,LYNN,Toni Collette,2,3051
the sixth sense,Anna Crowe,ANNA,Olivia Williams,3,11616
the sixth sense,Darren's Mom,DARREN'S MOM,Hayden Saunier,16,1810292
the sting,Henry Gondorff,GONDORFF,Paul Newman,0,3636
the sting,Johnny Hooker,HOOKER,Robert Redford,1,4135
the sting,Doyle Lonnegan,LONNEGAN,Robert Shaw,2,8606
the sting,Lt. Wm. Snyder,SNYDER,Charles Durning,3,1466
the sting,J.J. Singleton,SINGLETON,Ray Walston,4,4093
the sting,Billie,BILLIE,Eileen Brennan,5,39015
the sting,Kid Twist,TWIST,Harold Gould,6,14833
the sting,Eddie Niles,NILES,John Heffernan,7,171056
the sting,F.B.I. Agent Polk,POLK,Dana Elcar,8,37712
the sting,Loretta,LORETTA,Dimitra Arliss,10,1220923
the sting,Luther Coleman,COLEMAN,Robert Earl Jones,11,98927
the sting,Floyd (Bodyguard),FLOYD,Charles Dierkop,13,15988
the sting,Benny Garfield,GARFIELD,Avon Long,16,1155210
the sting,Combs,COMBS,Arch Johnson,17,83806
the sting,Granger,GRANGER,Ed Bakey,18,161360
the sting,Riley,RILEY,John Quade,20,152701
the sting,Black Gloved Gunman,GUNMAN,Joe Tornatore,24,84978
the sting,Duke Boudreau,BOUDREAU,Jack Collins,25,153628
the sweet hereafter,Mitchell Stephens,MITCHELL,Ian Holm,0,65
the sweet hereafter,Nicole Burnell,NICOLE,Sarah Polley,1,98
the sweet hereafter,Sam Burnell,SAM,Tom McCamus,2,64712
the sweet hereafter,Dolores Driscoll,DOLORES,Gabrielle Rose,3,58804
the sweet hereafter,Risa Walker,RISA,Alberta Watson,4,19958
the sweet hereafter,Zoe Stephens,ZOE,Caerthan Banks,5,213388
the sweet hereafter,Wendell Walker,WENDELL,Maury Chaykin,6,7868
the sweet hereafter,Stewardess,STEWARDESS,Kirsten Kieferle,8,35342
the sweet hereafter,Wanda Otto,WANDA,Arsinée Khanjian,9,7708
the sweet hereafter,Hartley Otto,HARTLEY,Earl Pastko,10,26093
the sweet hereafter,Billy Ansel,BILLY,Bruce Greenwood,13,21089
the sweet hereafter,Mason Ansel,MASON,Marc Donato,15,112600
the sweet hereafter,Mary Burnell,MARY,Brooke Johnson,20,51526
the sweet hereafter,Schwartz,SCHWARTZ,Peter Donaldson,22,199827
the talented mr. ripley,Tom Ripley,RIPLEY,Matt Damon,0,1892
the talented mr. ripley,Marge Sherwood,MARGE,Gwyneth Paltrow,1,12052
the talented mr. ripley,Dickie Greenleaf,DICKIE,Jude Law,2,9642
the talented mr. ripley,Meredith Logue,MEREDITH,Cate Blanchett,3,112
the talented mr. ripley,Freddie Miles,FREDDIE,Philip Seymour Hoffman,4,1233
the talented mr. ripley,Peter Smith-Kingsley,PETER,Jack Davenport,5,1709
the talented mr. ripley,Herbert Greenleaf,HERBERT GREENLEAF,James Rebhorn,6,8986
the talented mr. ripley,Inspector Roverini,ROVERINI,Sergio Rubini,7,15915
the talented mr. ripley,Alvin MacCarron,MACCARRON,Philip Baker Hall,8,4492
the talented mr. ripley,Aunt Joan,JOAN,Celia Weston,9,1989
the talented mr. ripley,Colonnello Verrecchia,VERRECCHIA,Ivano Marescotti,12,15918
the terminator,Terminator,TERMINATOR,Arnold Schwarzenegger,0,1100
the terminator,Kyle Reese,REESE,Michael Biehn,1,2712
the terminator,Sarah Connor,SARAH,Linda Hamilton,2,2713
the terminator,Traxler,TRAXLER,Paul Winfield,3,1818
the terminator,Vukovich,VUKOVICH,Lance Henriksen,4,2714
the terminator,Ginger,GINGER,Bess Motta,6,2715
the terminator,Silberman,SILBERMAN,Earl Boen,7,2716
the terminator,Pawnshop Clerk,CLERK,Dick Miller,8,102441
the thin man,Nick Charles,NICK,William Powell,0,32428
the thin man,Nora Charles,NORA,Myrna Loy,1,13577
the thin man,Dorothy Wynant,DOROTHY,Maureen O'Sullivan,2,41516
the thin man,Inspector John Guild,GUILD,Nat Pendleton,3,32430
the thin man,Mimi Wynant,WYNANT,Minna Gombell,4,32431
the thin man,Gilbert Wynant,GILBERT,William Henry,7,32434
the thin man,Arthur Nunheim,NUNHEIM,Harold Huber,8,32435
the thin man,Julia Wolf,JULIA,Natalie Moorhead,10,32436
the thin man,Joe Morelli,MORELLI,Edward Brophy,11,32437
the thin man,Tanner,TANNER,Cyril Thornton,13,32438
the thing,MacReady,MACREADY,Kurt Russell,0,6856
the thing,Childs,CHILDS,Keith David,1,65827
the thing,Blair,BLAIR,Wilford Brimley,2,11065
the thing,Nauls,NAULS,T.K. Carter,3,15411
the thing,Palmer,PALMER,David Clennon,4,15412
the thing,Dr. Copper,DR. COPPER,Richard Dysart,5,15413
the thing,Norris,NORRIS,Charles Hallahan,6,15414
the thing,Bennings,BENNINGS,Peter Maloney,7,15415
the thing,Clark,CLARK,Richard Masur,8,15416
the thing,Garry,GARRY,Donald Moffat,9,15417
the thing,Fuchs,FUCHS,Joel Polis,10,15418
the third man,Holly Martins,MARTINS,Joseph Cotten,0,7664
the third man,Anna Schmidt,ANNA,Alida Valli,1,15385
the third man,Major Calloway,CALLOWAY,Trevor Howard,2,12726
the third man,Harry Lime,HARRY,Orson Welles,3,40
the third man,Karl the Porter,PORTER,Paul Hörbiger,4,14120
the third man,'Baron' Kurtz,KURTZ,Ernst Deutsch,5,29177
the third man,Dr. Winkel,WINKEL,Erich Ponto,6,13376
the third man,Popescu,POPESCU,Siegfried Breuer,7,15386
the third man,Sergeant Paine,PAINE,Bernard Lee,9,9874
the third man,Crabbin,CRABBIN,Wilfrid Hyde-White,10,15387
the third man,Col. Brodsky the Russian Liaison Officer (uncredited),RUSSIAN,Alexis Chesnakov,11,1973072
the time machine,Alexander Hartdegen,ALEXANDER,Guy Pearce,0,529
the time machine,Mara,MARA,Samantha Mumba,1,97049
the time machine,Kalen,KALEN,Omero Mumba,2,1470328
the time machine,Emma,EMMA,Sienna Guillory,4,7055
the time machine,Vox,VOX,Orlando Jones,5,18270
the time machine,Motorist,MOTORIST,Josh Stamberg,9,21882
the truman show,Truman Burbank,TRUMAN,Jim Carrey,0,206
the truman show,Meryl Burbank / Hannah Gill,MERYL,Laura Linney,1,350
the truman show,Marlon / Louis Coltrane,MARLON,Noah Emmerich,2,11315
the truman show,Lauren Garland / Sylvia,LAUREN,Natascha McElhone,3,11317
the truman show,Christof,CHRISTOF,Ed Harris,5,228
the truman show,Simeon,SIMEON,Paul Giamatti,6,13242
the truman show,Travel Agent,AGENT,Judy Clayton,25,116902
the truman show,Nurse,NURSE,Marcia DeBonis,40,116691
the truman show,Mother,MOTHER,Susan Angelo,62,157081
the truman show,Daughter,DAUGHTER,Carly Smiga,63,2306922
the usual suspects,Keaton,KEATON,Gabriel Byrne,1,5168
the usual suspects,Fenster,FENSTER,Benicio del Toro,2,1121
the usual suspects,Hockney,HOCKNEY,Kevin Pollak,3,7166
the usual suspects,Verbal,VERBAL,Kevin Spacey,4,1979
the usual suspects,Dave Kujan,KUJAN,Chazz Palminteri,5,9046
the usual suspects,Kobayashi,KOBAYASHI,Pete Postlethwaite,6,4935
the usual suspects,Edie Finneran,EDIE,Suzy Amis,7,2179
the usual suspects,Jack Baer,BAER,Giancarlo Esposito,8,4808
the usual suspects,Jeff Rabin,RABIN,Dan Hedaya,9,6486
the usual suspects,Arkosh Kovash,KOVASH,Morgan Hunter,16,156227
the usual suspects,Redfoot the Fence (uncredited),REDFOOT,Peter Greene,32,11803
the verdict,Frank Galvin,GALVIN,Paul Newman,0,3636
the verdict,Laura Fischer,LAURA,Charlotte Rampling,1,44079
the verdict,Mickey Morrissey,MICKEY,Jack Warden,2,5251
the verdict,Ed Concannon,CONCANNON,James Mason,3,2091
the verdict,Judge Hoyle,JUDGE,Milo O’Shea,4,47137
the verdict,Bishop Brophy,BISHOP,Edward Binns,6,2651
the verdict,Maureen Rooney,ROONEY,Julie Bovasso,7,20972
the verdict,Sally Doneghy,DONEGHY,Roxanne Hart,8,29021
the verdict,Dr. Towler,DR. TOWLER,Wesley Addy,10,66712
the verdict,Dr. Thompson,DR. THOMPSON,Joe Seneca,11,51546
the verdict,Dr. Gruber,GRUBER,Lewis J. Stadlen,12,169133
the verdict,Joseph Alito,ALITO,Kent Broadhurst,13,20914
the verdict,Jimmy,JIMMY,Burtt Harris,15,3016
the verdict,Abrams,ABRAMS,Herbert Rubens,29,1960493
the war of the worlds,Dr. Clayton Forrester,CLAYTON,Gene Barry,0,56442
the war of the worlds,Sylvia Van Buren,SYLVIA,Ann Robinson,1,103079
the war of the worlds,Fiddler Hawkins (uncredited),FIDDLER,Frank Kreig,4,179462
the war of the worlds,Wash Perry (as Bill Phipps),WASH PERRY,William Phipps,11,99754
the war of the worlds,Alonzo Hogue (uncredited),ALONZO HOGUE,Paul Birch,13,98450
the war of the worlds,Colonel (uncredited),COLONEL,Don Kohler,65,161969
the war of the worlds,Dr. Gratzman (uncredited),GRATZMAN,Ivan Lebedeff,66,121333
the war of the worlds,Secretary of Defense (uncredited),SECRETARY,Freeman Lusk,67,1014356
the war of the worlds,Chief of Staff (uncredited),CHIEF OF STAFF,Herbert Lytton,68,151914
the war of the worlds,Forest Ranger at Crash Site (uncredited),RANGER,Robert Rockwell,88,135125
the war of the worlds,Sheriff Bogany (uncredited),SHERIFF,Walter Sande,89,94293
the wedding date,Kat Ellis,KAT,Debra Messing,0,23959
the wedding date,Nick Mercer,NICK,Dermot Mulroney,1,20212
the wedding date,Amy Ellis,AMY,Amy Adams,2,9273
the wedding date,Jeffrey,JEFFREY,Jeremy Sheffield,4,53013
the wedding date,Victor Ellis,VICTOR,Peter Egan,5,16480
the wedding date,TJ,TJ,Sarah Parish,6,17693
the wedding date,Bunny,BUNNY,Holland Taylor,7,11318
the wizard of oz,Dorothy Gale,DOROTHY,Judy Garland,0,9066
the wizard of oz,Professor Marvel / The Wizard of Oz,WIZARD,Frank Morgan,1,9067
the wizard of oz,"""Hunk"" / Scarecrow",SCARECROW,Ray Bolger,2,9068
the wizard of oz,"""Zeke"" / Cowardly Lion",LION,Bert Lahr,3,9069
the wizard of oz,Glinda,GLINDA,Billie Burke,5,9071
the wizard of oz,Miss Gulch / Wicked Witch of the West,WITCH,Margaret Hamilton,6,9072
the wizard of oz,Uncle Henry,UNCLE HENRY,Charley Grapewin,7,8517
the wizard of oz,Mayor / Lollipop Guild Member (voice) (uncredited),MAYOR,Billy Bletcher,15,31771
the wizard of oz,Tin Man (singing voice) (uncredited),TIN MAN,Buddy Ebsen,23,1935
the woodsman,Walter,WALTER,Kevin Bacon,0,4724
the woodsman,Vicki,VICKI,Kyra Sedgwick,2,26467
the woodsman,Mary-Kay,MARY-KAY,Eve,3,230176
the woodsman,Carlos,CARLOS,Benjamin Bratt,4,4589
the woodsman,Rosen,ROSEN,Michael Shannon,6,335
the woodsman,Girl with Red Ball,GIRL,Nicole Gibson,7,1683349
the woodsman,Sgt. Lucas,LUCAS,Yasiin Bey,9,4239
the woodsman,Robin,ROBIN,Hannah Pilkes,10,58567
the world is not enough,James Bond,BOND,Pierce Brosnan,0,517
the world is not enough,Elektra King,ELEKTRA,Sophie Marceau,1,1957
the world is not enough,Renard,RENARD,Robert Carlyle,2,18023
the world is not enough,Dr. Christmas Jones,CHRISTMAS,Denise Richards,3,9205
the world is not enough,Valentin Zukovsky,ZUKOVSKY,Robbie Coltrane,4,1923
the world is not enough,M,M,Judi Dench,5,5309
the world is not enough,Bill Tanner,TANNER,Michael Kitchen,10,10648
the world is not enough,Lachaise,LACHAISE,Patrick Malahide,18,8979
the x files,Agent Fox Mulder,MULDER,David Duchovny,0,12640
the x files,Agent Dana Scully,SCULLY,Gillian Anderson,1,12214
the x files,Assistant Director Walter Skinner,SKINNER,Mitch Pileggi,2,12644
the x files,Kurtzweil,KURTZWEIL,Martin Landau,5,2641
the x files,Cassidy,CASSIDY,Blythe Danner,8,10401
the x files,Byers,BYERS,Bruce Harwood,11,118004
the x files,Strughold,STRUGHOLD,Armin Mueller-Stahl,12,12647
the x files,2nd Boy,2ND BOY,Christopher Fennell,14,1527160
the x files,Field Agent,FIELD AGENT,Steve Rankin,26,10137
the x files,Well-Manicured Man's Valet,WELL-MANICURED MAN,Ian Ruskin,33,59062
the x files,Young Naval Guard,YOUNG NAVAL GUARD,Joel Traywick,35,1685457
the x files,Barmaid (uncredited),BARMAID,Glenne Headly,46,21104
thelma & louise,Louise,LOUISE,Susan Sarandon,0,4038
thelma & louise,Thelma,THELMA,Geena Davis,1,16935
thelma & louise,Hal,HAL,Harvey Keitel,2,1037
thelma & louise,Jimmy,JIMMY,Michael Madsen,3,147
thelma & louise,Darryl,DARRYL,Christopher McDonald,4,4443
thelma & louise,Max,MAX,Stephen Tobolowsky,5,537
thelma & louise,J.D.,J.D.,Brad Pitt,6,287
thelma & louise,Harlan,HARLAN,Timothy Carhart,7,17396
thelma & louise,Major,MAJOR,Ken Swofford,11,45308
there's something about mary,Mary Jensen,MARY,Cameron Diaz,0,6941
there's something about mary,Pat Healy,HEALY,Matt Dillon,1,2876
there's something about mary,Ted Stroehmann,TED,Ben Stiller,2,7399
there's something about mary,Tucker,TUCKER,Lee Evans,3,7400
there's something about mary,Dom Woganowski,DOM,Chris Elliott,4,1534
there's something about mary,Magda,MAGDA,Lin Shaye,5,7401
there's something about mary,Sully,SULLY,Jeffrey Tambor,6,4175
there's something about mary,Warren Jensen,WARREN,W. Earl Brown,9,6951
there's something about mary,Joanie,JOANIE,Khandi Alexander,11,19265
there's something about mary,Police Officer,POLICE OFFICER,Steve Sweeney,31,991
there's something about mary,Renise,RENISE,Cindy Oliver,32,549095
there's something about mary,Hitchhiker (uncredited),HITCHHIKER,Harland Williams,124,16846
thirteen days,Robert McNamara,MCNAMARA,Dylan Baker,3,19152
thirteen days,McGeorge Bundy,BUNDY,Frank Wood,6,52021
thirteen days,Helen O'Donnell,HELEN,Lucinda Jenney,14,5148
thirteen days,"Kenny O'Donnell, Jr.",KENNY,Jon Foster,16,20132
thirteen days,Kevin O'Donnell,KEVIN,Matthew Dunn,17,1388709
thirteen days,John McCone,MCCONE,Peter White,31,161908
thirteen days,John Scali,SCALI,Jack Blessing,59,102336
thirteen days,Alexander Fomin,FOMIN,Boris Lee Krutonog,62,237370
three kings,Berm Soldier / Truck Driver,DRIVER,Tank Jones,25,61883
thunderheart,Ray Levoi,RAY,Val Kilmer,0,5576
thunderheart,Maggie Eagle Bear,MAGGIE,Sheila Tousey,5,56441
thx 1138,THX,THX,Robert Duvall,0,3087
thx 1138,SEN,SEN,Donald Pleasence,1,9221
thx 1138,SRT,SRT,Don Pedro Colley,2,9222
thx 1138,LUH,LUH,Maggie McOmie,3,9223
thx 1138,PTO,PTO,Ian Wolfe,4,2782
thx 1138,TWA,TWA,Marshall Efron,5,9224
ticker,Frank Glass,GLASS,Steven Seagal,1,23880
ticker,Alex Swan,SWAN,Dennis Hopper,2,2778
ticker,Det. Art 'Fuzzy' Rice,RICE,Nas,4,104779
ticker,Det. Artie Pluchinsky,PLUCHINSKY,Peter Greene,6,11803
ticker,Pooch,POOCH,Kevin Gage,7,34839
ticker,Captain Winters,WINTERS,Joe Spano,11,8192
ticker,Bev,BEV,Mimi Rose,12,111656
titanic,Jack Dawson,JACK,Leonardo DiCaprio,0,6193
titanic,Rose DeWitt Bukater,ROSE,Kate Winslet,1,204
titanic,Cal Hockley,CAL,Billy Zane,2,1954
titanic,Molly Brown,MOLLY,Kathy Bates,3,8534
titanic,Ruth DeWitt Bukater,RUTH,Frances Fisher,4,3713
titanic,Thomas Andrews,ANDREWS,Victor Garber,6,8536
titanic,Brock Lovett,LOVETT,Bill Paxton,7,2053
titanic,Edward Smith,SMITH,Bernard Hill,8,1369
titanic,Spicer Lovejoy,LOVEJOY,David Warner,9,2076
titanic,Bruce Ismay,ISMAY,Jonathan Hyde,10,8537
titanic,Lewis Bodine,BODINE,Lewis Abernathy,11,8538
titanic,Lizzy Calvert,LIZZY,Suzy Amis,12,2179
